sentence_id,text
S3V0243P0_8955,But perhaps the gallant Admiral has not read these Papers.
S4V0110P0_4687,"That was, as will be admitted, a very large increase."
S3V0038P0_10325,"Considering that the tenant now pays the county rate, which in many instances has been doubled during the continuance of the existing leases—that he also pays the tithe, and that many tenants are left, after the payment of their rent, but a very inadequate sustenance, I do not think this an unreasonable apportionment of the burthen between landlord and tenant."
S3V0007P0_11136,That was a system of glaring absurdity.
S3V0229P0_4328,"Being unable to refer to the latest information which had been collected, he must avail himself of the Report, published in 1867 by Admiral Ryder, as Chairman of the Committee of the Society for Improving the Condition of Merchant Seamen."
S4V0091P0_11787,Members from Ireland knew that as well as he did.
S3V0042P0_11131,"Gentleman who had so satisfactorily applied his information in the overflowing of his Christian charity, and in the abundance of his good-will, to the purpose of restoring peace and tranquillity in Ireland."
S3V0317P0_2268,"He has taken great pains to improve this Bill, and we have availed ourselves of several other suggestions of less importance which have come from him."
S3V0334P0_7210,"He sent it to me; he desired it to be forwarded, and I did forward it."
S3V0153P0_26067,"In December, 1857, Sir W. Mansfield commanded the division at Cawnpore, on which occasion his conduct also was highly praised; and in May, 1858, referring to the capture of Lucknow, Lord Clyde writes:— """"I have now the pleasing task of communicating to your Lordship the name of an officer to whom, not only I, as commanding general, but the service at large is under great obligations, Major-General Mansfield, Chief of the Staff, whose labours have been unceasing, whose abilities are of the highest order, and have been of the greatest use to me during this campaign."
S3V0335P0_20777,"It was only after the last war that the Chinese Government found how hopeless were their efforts to stamp out the vice, and now we see the sad result in the poverty, misery, and demoralization which it has wrought among the people."
S3V0315P0_23767,I think it most unreasonable for the right hon. and learned Gentleman to refer to what was done in the Judicature Act.
S3V0119P0_10403,He agreed with the noble Lord (Viscount Melgund) in much of what he had said as to the Tests for parochial schoolmasters; but that was a subject for another Bill and another discussion.
S3V0308P0_9080,"The difference between General Buller's appointment and theirs is this—that his is a temporary mission, while theirs are permanent appointments."
S4V0034P0_7872,They respected their opinions and were thankful that they enjoyed endowments.
S3V0044P0_14650,"I say that I make this proposition with reluctance, because, I feel that if we were at any other period of the Session, that if the House were not utterly exhausted by the labours of this protracted Session, that if the attendance of Members were not at present so much reduced in numbers as to render it impossible to expect such an expression of the opinion of the House as would carry due weight with respect to a large measure of, this importance, I certainly should have thought, after the comments that have been made—after the doubts that have been expressed—that it would have been proper to introduce into this bill some other and additional clause in order to make clear what were the intentions of the Legislature with regard to the affairs of Canada."
S3V0131P0_1584,Even thither no missionary is permitted to go; and to this hour we believe that no mission has been sent from the Greek Church to supply the places of the expelled foreigners.
S5CV0014P0_26720,"Seldom has a voice been raised in these Debates, now occurring for many years, which attempted to defend the administration of the Congo, and which did not give support to the Government's Foreign Ministers in their representations and in their efforts to accomplish what was desired by this Parliament."
S3V0176P0_244,"My Lords, a short time ago I had the honour to inform your Lordships that in all probability in a few days I should have to announce to you that the Conference had agreed to the bases preliminary to a peace; or, upon the other hand, that the object of the negotiations had failed, and that war would be renewed on the termination of an armistice."
S3V0288P0_2120,"Are the Government satisfied that the person described as """"young Waller"""" ever had firearms?"
S5CV0001P0_18363,"Is he going to follow the precedent which I suggest he ought to follow of allocating a specific sum in the proportion I suggest, which was the proportion followed for many years by this House to the Irish Local Government Board, or is he going to set aside the specific enactment of 1905, constituting the Irish Local Government Board the authority, and is he going to put the Irish Local Government Board under the thumb of a Treasury clerk in Whitehall and compel them to apply to him for something which they know to be of pressing necessity?"
S5CV0015P0_7311,"The Noble Lord the Member for Portsmouth (Lord Charles Beresford) suggested that the real remedy for all our defects and shortcomings would be a War Staff, but there is a War Staff already."
S3V0084P0_8698,"Member for Anglesea was, that in lieu of the duties now paid on the importation of foreign corn and grain, there should be paid a fixed duty of 5 s. a quarter on wheat, 2 6 d. a quarter on barley, and 2 on oats."
S4V0022P0_2101,"I am advised that the County Kerry Grand Jury have no power to borrow, nor the Treasury to lend, money for the purpose in question."
S3V0140P0_25027,"I will here, then, venture to make not only a strong and an earnest, but I will add, a personal appeal to the noble Lord at the head of Her Majesty's Government."
S3V0135P0_609,"Mr. Napier had always asserted, both in his place in the House of Commons and in private communications with him and with the noble Duke, that he never for a moment wished to give up that responsibility to any one."
S1V0024P0_2976,"Looking at the present state of the world, and viewing the countless hosts that were arrayed against Great Britain, single handed, it seemed to him the height of absurdity to make such an objection."
S1V0035P0_13503,"He was aware it might be urged, that this was calling the chancellor to be judge in his own cause, and that many of the fees of the court appertained to himself."
S3V0051P0_10717,"But apart from the great principles to which he had alluded, he would turn for a moment to other subjects on which the interests of the community were much concerned, and would inquire whether upon those subjects the Ministry deserved the support of the Liberal Members of the House."
S3V0158P0_1260,"I have Returns from London, Liverpool, Bristol, Plymouth, Newcastle, Sunderland, and other places, and the general observation is to this effect, and that they are sending to other ports for men."
S4V0181P0_13704,If the words were surplusage they were at least harmless surplusage.
S3V0229P0_2533,"Besides, """" he said, """"I am getting old, and I should like to draw nearer to the Dissenters before I die."
S3V0135P0_15815,"As to what the Russian captain of a steamer pretends to have discovered, that the bar is of stone, and not of mud, it is quite certain there cannot be any stone within sixteen feet English of the surface of the water; once that depth is obtained, it is time to consider whether a greater depth is required, and a charge of gunpowder, properly applied, will easily make twenty feet of water."
S3V0057P0_13020,There was one point to which he wished to address a few remarks.
S3V0008P0_10165,"He would at present, however, content himself with moving, """"That an humble Address be presented to his Majesty, that he will be graciously pleased to give directions that there be laid before this House, copies or extracts of such information as may have been conveyed to his Majesty by the Cabinet of Russia, and by the accredited agents of the late de facto government of Poland, concerning the cause of the war which has been waged in the latter country; also shewing how far neutrality appears to have been preserved by the States bordering on Poland, especially Prussia; also, of such mediation between the belligerents as may have been adopted, contemplated, or proposed, by his Majesty's ally the king of the French, in conjunction or otherwise; and of the assurances (if any), which may have been conveyed to his Majesty by the emperor, of Russia, whether before or since the capture of Warsaw, in respect to the just observance in future of the constitutional rights, nationality and independence of the kingdom of Poland, as guaranteed by the Treaty of Congress of Vienna, and other diplomatic acts of that period. """""
S3V0278P0_5192,"To them, whether their superiors are the Transvaal Government or the Chiefs, it means only a change of masters, and very cruel masters some of those Chiefs have often proved themselves to be."
S3V0144P0_26444,"It appears to me that this Motion is really one of censure, and in that light I at once accept it."
S5CV0019P0_34170,"Compensation was offered by the Governor, and the offer was referred by Bishop Oluwele to his church council."
S3V0302P0_6344,"Member which leads me to believe that at the present moment there is any real grievance on the part of the farmer, on the ground that he has no security for the capital he invests."
S2V0004P0_17692,"Surely they could not wish to provoke discussion upon religious subjects in an assembly purely Protestant, and upon which the sovereign himself could not interfere."
S4V0157P0_4879,It is quite true that they stated that it had been represented to them that the salaries of the clerical staff of the two Departments were fixed at a lower rate than in certain other Departments but they did not understand that the question of remuneration had been specifically referred to them and they confined themselves to pointing out that these inequalities had been brought to their notice.
S3V0039P0_19808,"The governor, in his speech, officially communicated the resolutions which had been agreed to by the Imperial Parliament, informed the House of Assembly that the demise of the Crown would make no alteration in the councils of the Ministry, and concluded by asking for a vote of money to pay the salaries of the officials."
S3V0299P0_3522,"The right hon. and gallant Admiral (Sir John Hay), who had just spoken, had remarked upon the composition of Sir Anthony Hoskins's Squadron; and he must say that with those remarks he sympathized in the largest and deepest manner."
S3V0335P0_82,"Waste of one-fourth of the coal used by uneconomical and smoke-producing kitchen ranges and fireplaces, £1, 000, 000."
S3V0191P0_3572,"He had, therefore, before him the facts that two or three warnings had been given to Sir Charles Darling, plainly intimating to him that such a grant could not be allowed to be accepted by him without the forfeiture of his position in the colonial service, as well as all prospect of future employment or pension under the Crown; and, on the other hand, that the colonists had been told that the prayer of their Address, asking to be permitted to make the grant, must be refused."
S4V0108P0_5440,"Let me put these decisions together and look at their consequences, and see what is the result."
S4V0192P0_10141,"On the other hand, supposing the mines were in this extremely dangerous position and we wanted to use the Fleet to the best advantage."
S3V0156P0_25728,"I do not mean to deny if that could be applied it would be the best of all, from the immense variation in the quality of the article, and the necessity of raising a large revenue from it."
S3V0322P0_22126,THE FIRST COMMISSIONER (Mr. PLUNKET) (Dublin University) :
S2V0015P0_2473,"That committee would probably have looked less to the past than to the future, and would have bounded its inquiries to the practical question of what system would deserve the support of parliament."
S3V0102P0_18932,"You vote millions here as if they were nothing, or as if every country was a California, and that gold was not produced in this country by the sweat of millions of men, who are entitled to as just and merciful a consideration of their interests as the highest and wealthiest man in Parliament."
S4V0105P0_4414,This is not a case of party at all.
S4V0089P0_8475,"Gentleman chose to assume that the words in the King's Speech, in reference to the matter, were words which implied that nothing was to be done of the smallest value or importance."
S3V0130P0_13046,"If Admiral Dundas had found it necessary to enforce that order, if he had fired into a Russian ship of war and burned her, and destroyed her crew, while that ship was passing from one Russian port to another, how by the law of nations could they have justified this act to the vessel of a nation with whom we were at peace?"
S3V0279P0_17,Various remedies had been devised for this state of things.
S4V0002P0_110,"Clause 6 provides, amongst other things, for rules to be made as to the place of holding Courts; but this might be satisfied by regulations intended for the greater convenience of trial where no question of jurisdiction can be involved; and to avoid any such question I shall propose to move, in terms similar to those of the Bill of last year, that """"subject to rules the provincial court in each province may be held in the administrative County of London, or in such place as the Judge may direct. """""
S3V0239P0_1203,"That notion is entirely dispelled by what has fallen from the noble Earl, and he has shown what importance he attached to the meeting, and what confident hopes he entertained that it would lead to a satisfactory settlement."
S3V0211P0_6631,"Among those failures who are bent on obtaining this right for their sex, are many of our deepest thinkers and our most brilliant writers; are women who, as mothers and heads of families, are models of domestic excellence—are women whom this pursuit does not divest of the delicacy and sensitiveness which are quite compatible with vigour of mind and energy of purpose."
S1V0024P0_7389,"I also refer to what passed in Ireland a few years ago on the subject of the Veto, or approbation of the crown, proposed to be exercised by it upon the nomination and selection of the Roman Catholic bishops of that part of the empire; on which occasion, after much disgraceful shifting and tergiversation, on the part of the Roman Catholic bishops, the laity, at last, implicitly submitted to the fiat of their clergy; when reason, justice, policy, and the constant undisputed practice, in all the other countries of Europe, Catholic or non-Catholic, were unequivocally on their side."
S3V0126P0_1053,The effect of that was a power given to the Crown to make this a perpetual provision—out of what?
S4V0046P0_14163,"I beg to ask the Chief Secretary to the Lord Lieutenant of Ireland whether he is aware that steerage passengers landing from British bound American liners at Queenstown are cross-examined by the Royal Irish Constabulary as to their names, occupations, American addresses, destinations in Ireland, length of their proposed stay, the names of those they are going to visit, address, etc. , and that passengers embarking at Queenstown are obliged to show their tickets to detective officers going on board; whether he is aware that this practice is generally complained of by tourists, and is seriously injuring the Irish tourist traffic because, in consequence of it, tourists prefer to land in and embark from British ports; and whether he will confine this action of the police to persons whom they may reasonably suspect of the commission of crime or intention to commit crime?"
S4V0116P0_18952,The First Lord of the Treasury referred to the case of the clergyman who tried to compel the schoolmaster to teach that the doctrine of the Church of England is that there were seven sacraments.
S3V0163P0_11563,"I somewhat doubt whether it is at present ripe for such a change; but when it has acquired sufficient importance, no doubt the district will be better administered in that way than it is at present."
S1V00050_131,"At the same rate we may reckon that the combined Toulon and Cadiz fleet, of 18 sail of the line, and 5 frigates, carried out 8 or 9000 men; and that the second Rochefort squadron, of 3 sail of the line, besides frigates, had 1500 men on board."
S3V0097P0_842,"He would, however, in the first instance, call their attention to the fact, that by far the largest proportion of the expenditure of the country arose from obligations which they were bound to meet, if they desired to maintain the public faith; and that it was on a comparatively small amount of the public expenditure that they could attempt to effect any reduction, or to exercise economy."
S4V0079P0_22695,"Before I sit down, I should like some explanation as to why it was found necessary to remove the training ship """"Ganges"""" from Falmouth to Harwich, rather than move a ship from Plymouth."
S4V0160P0_16969,Since they had interfered with the Scottish education system by the attempt to differentiate between so-called secondary and elementary education the English influence upon Scottish education had been altogether for the bad.
S3V0319P0_30205,Members had to ask themselves was it likely they would succeed in the object they had in view?
S3V0326P0_24475,"The date of the last sitting at which cases from the Ballycastle Union were heard was July, 1887."
S3V0251P0_12229,"The best years of his life, from the beginning of railways till now, had been spent in railway work."
S5CV0015P0_21204,Does anyone doubt that the House of Commons would have passed our Education Act and our Licensing Act three times if it had been necessary?
S3V0333P0_25676,"I beg to ask the First Commissioner of Works, whether it is true, as stated in the Glasgow Evening News , that the Board of Works has sanctioned a scheme for the restoration of Dumblane Cathedral, that """"the Cathedral has been, or is to be, conveyed from the Board of Works to the Board of Manufactures"""" in Edinburgh, and that the Board has been entrusted with the selection of plans, and is to undertake, after the restoration, to maintain the fabric in all time coming, in consideration of a cash payment of £3, 000; if the statement be true, under what Act do the Commissioners of Works propose to hand over the control of an important National Monument to the Board of Manufactures; whether, considering that the interior of the ruined Cathedral has been used as a burial ground for more than a century, he has made any arrangement for safeguarding the burial rights of families interested in connection with the proposed restoration; and whether an opportunity will be given the House of discussing the proposed transfer of this national monument to the Board of Manufactures, a body which many consider not at all a proper body to be entrusted with this work?"
S4V0034P0_24651,Personally he hoped that none of the recommendations of the Committee would be lost sight of and he joined with those who regarded this Bill merely as an instalment.
S4V0082P0_8345,I remember hearing from a personal friend of mine an instance in which an estate was increased in value in this particular way.
S4V0109P0_10357,The fact that the illegality was endorsed by a resolution passed by a public Board does not make it any the less reprehensible.
S3V0305P0_488,What is to prevent their shutting up their shops every Sunday if they wish to do so?
S3V0108P0_3029,"If a man had 20 s. to expend in improvements, and if they deprived him of 19 of the amount, was it not clear that the remaining shilling must produce less effect than if they had left the 20 to the person?"
S3V0191P0_17570,But I cannot think that this is likely to be the effect of their teaching on the general mind.
S3V0096P0_9409,"Prelate that such a proposition deposed James II. , and that it was inserted in the Bill of Rights as one of the crimes brought against that monarch."
S3V0082P0_14993,Gentleman says he deeply regrets the limited amount.
S4V0131P0_1730,"Then in France, as is well known, at Nancy they have an admirable forestry school."
S3V0339P0_20580,"As I understand, the police did not consider that there was the slightest suspicion of foul play, although under the circumstances of the death they were anxious that an inquest should be held."
S3V0037P0_6335,"There might, perhaps, be a surplus, and that surplus might be applied to most useful purposes, without injury to the rights of any person."
S3V0226P0_11154,"He was in communication with the visiting justices as to what should be done with the boy, and he should be disposed to act upon their recommendations as to his release after a certain period."
S4V0119P0_5359,"In saying that I wish, in justice to the members of that department, to add that too much, as I think—though I do not wish to anticipate the Report of the Royal Commission—has been made of our absence of intelligence before the war."
S3V0050P0_5937,"Whatever course Ministers thought proper to pursue, it was essential that there should be a distinct understanding upon the subject."
S3V0230P0_16795,Gentleman then proceeded to state that the Church maintained these schools without any unfair influence being exerted on the children sent there.
S3V0088P0_2379,"Therefore, if they were to have 30, 000 or 40, 000 additional slaves imported into Cuba and Brazil, it must be by an additional expense, not only of the liberty of these 30, 000 or 40, 000 human beings, but of the lives of some 60, 000 or 80, 000 who would be hurried into eternity, or exposed to the most cruel torture."
S3V0061P0_40,"They would, however, continue to watch the progress of events, and if it was in the power of her Majesty's Government to assist the Spanish government, either as regarded the proceedings on the French frontier, or on the coast, or in any other manner that could be pointed out, the noble Earl might rely upon it, that her Majesty's Government would do everything to assist the present Spanish government in resisting any attacks that might be made on it."
S3V0176P0_7668,"Wherever there was a Catholic patron of a school, and they were usually the Catholic clergy,"
S4V0070P0_8036,"The real grievance was that here was property which was held in behoof of the parish as a whole, but the use of which was being applied now by a mere section of the community—namely, those who belonged to the Church of Scotland as a religious denomination."
S3V0194P0_24961,"The Rev. Mr. Sadler, a clergyman of the Church of England, who has written a very able pamphlet upon this subject, and in whose views I may say I almost if not altogether agree, has given a table of the Protestant Episcopal population of forty-four parishes, merely as examples, and many more might be found."
S3V0087P0_6461,"If it is pressed to a division, I cannot oppose it; if it is rejected, I shall not therefore recede from the proposition I have made on the part of the Government; and I shall be quite prepared to sustain, in argument, the advantages of the clauses as they now stand."
S3V0222P0_14124,"It amounted to this—that in spite of all that they heard about agricultural improvements, and in spite of the kind things done by the clergyman, the country gentleman, and the farmer, the labourers in the most important of all industries were in a condition of such deplorable poverty that the minds of their children must be sacrificed to premature toil, and that intellect blighted which was the noblest work of God."
S3V0180P0_9098,"Gentleman (Mr. Childers), the case would be fairly considered by the Government, and that the House would be spared the necessity of dividing on the clause, on the understanding that Sir Richard Bromley's legal rights, whatever they were, would be preserved to him."
S3V0233P0_23548,"Again, it is urged that Members would speak against time, and prose away in the House for the purpose of obtaining publicity."
S3V0132P0_17619,"The anchorage, he was told, was extremely easy; the wind never blew home, and, indeed, he believed that it was perfectly capable of being made into a naval station quite as good as Sebastopol."
S3V0056P0_17554,"But that the Roman Catholic hierarchy privately stated this plan to the Government, and proposed a system, to be under their exclusive control, and purchased the assent of Government to their proposition, by presenting an address to the Crown against Defenderism."
S2V0022P0_9198,He was aware that a distinction was attempted to be set up in this respect between officers on half-pay and officers on full-pay; but he considered it to be unfair and untenable.
S3V0345P0_6872,"It is not a Teacher's Code, it is an Inspector's Code, and as such is elastic and expansive."
S5LV0006P0_3314,"Meanwhile, why on earth should we be afraid of expressing our opinion, more especially when we have been told that this is not a Party question?"
S4V0126P0_428,"I do not say that these expressions, as far as we have gone into the inquiry, are eminently misleading, but they do justify the scepticism of some who doubt whether any inquiry in the ordinary sense of the word is progressing at all."
S5CV0012P0_14819,I do not think he need fear disaster.
S4V0028P0_10797,"Gentleman gave the number as 7, 000 or 8, 000."
S3V0241P0_18185,"This measure was a rating Bill, and the insertion of the proposed clause would convert it into a Turnpike Bill."
S3V0220P0_4271,"When Mr. Herbert equalized the price of Army Commissions, he proposed, and had the assent of the Horse Guards to the propositions, first that Cavalry Officers who had exchanged to Infantry or with a half-pay Infantry Officer and received the difference should not, as previously, be required to repay the difference before they could be appointed Colonels of Cavalry Regiments, but that in lieu of such repayment they should only receive the pay of an Infantry Colonelcy on appointment to a Cavalry Regiment as Colonel; secondly, that these who had paid the old Cavalry rate for their Field Officers' Commissions should be allowed the Cavalry rate of Colonel's pay; thirdly that these who had not paid the old rates should receive Infantry rates of pay."
S3V0200P0_21700,"Gentleman (Mr. Chichester Fortescue) by a large majority, in effect rescinding an Address to the Crown of an exactly opposite character, which had been carried a few nights previously by a majority of 10, in a House of over 200 Members."
S3V0136P0_6736,"And here he would mention, in passing—for he could not refrain from doing so—"
S4V0070P0_15172,He put it to honourable Members opposite whether he had not touched a difficulty which was common to both sides.
S2V0006P0_16758,As to the secretary there was no man whose long and meritorious services better entitled him to a liberal remuneration from the country.
S3V0174P0_19177,Grand Jury Reform was equally worthy of his attention.
S4V0110P0_11459,He had no hope at all that this House would lend a sympathetic ear to anything that could be said from the Irish Benches on the subject tonight.
S3V0192P0_23595,"Why, what proof of it is this, that previous to the Poor Law Bill of 1833, the whole property had become well-nigh submerged beneath the parish rate !"
S3V0157P0_25747,Such an enactment as that would never do for England; and the people who entertained such views were not fair judges of this proposal.
S2V0023P0_15475,"In 1827, the expenditure, ordinary and extraordinary, amounted to 92, 200 ."
S4V0044P0_3935,The meaning of that was that the Irish Secretary would listen to every appeal—and God knows there would be plenty appeals made to him—for relief here and there and for jobs of all kinds—[ ironical cheers ]
S4V0104P0_195,I do not see how he can tell.
S3V0117P0_8657,Gentleman the Member for Huntingdon had admitted that he was interested in the growth of coffee in Ceylon and the East Indies; and he (Sir J. Tyrell) begged to tell him that he was interested in the growth of chicory in the county of Essex.
S3V0126P0_12402,"He thought, however, that his courage rather deepened into want of wisdom when he ventured to express suspicions of the motives of others, after the melancholy exposure which he had previously made of his own."
S4V0043P0_2256,"With regard to the cost of the proceedings, he hoped the Lord Chancellor for Ireland, who knew the subject so well, would endeavour to diminish the terrible cost which many of the proceedings threw on both landlord and tenant."
S3V0099P0_13738,"I think that the inquiry which we propose to effect by the Bill introduced in the present Session with respect to certain boroughs in which it is alleged, and indeed has been proved, that elections have been carried by corrupt practices, may give us further information than we now possess as to the character of the freemen, and will enable us to determine whether some boroughs ought to be altogether disfranchised, and whether we ought to adopt, with respect to others, the course which has been taken in the case of Great Yarmouth, namely, that of disfranchising the freemen alone."
S4V0143P0_7364,The facts as to the engineer's examination and reportare substantially as stated.
S3V0299P0_20239,"But upon that ground alone he hoped that the House would not be impatient if, under the circumstances, those who were opposed to the Bill desired somewhat further to discuss some of the questions that were raised on Thursday."
S2V0011P0_7581,"It might be necessary for him, after what he had heard that night, to disclaim all hostility to the dissenters."
S3V0283P0_4570,"He would only add, in conclusion, that he hoped he had succeeded in establishing the fact that in the arguments used by the hon. and learned Member for Kilkenny there were a great many inaccuracies; and he trusted that the House would not be deterred by the threat of factious opposition from conferring on the mercantile community in Ireland the boon which they anxiously anticipated."
S3V0223P0_23379,"Speaker, I regret very much that notice has been taken of the presence of Strangers in this House."
S3V0035P0_15524,"To shew this reluctance of which he complained, he (Mr. Buckingham) would remind the House that some few years ago—in 1830—he submitted the plan of an expedition for exploring the almost unknown regions and coasts of the east of China and the adjacent seas: and when he solicited from the Admiralty the use of two or three of the dismantled and unemployed ships of the navy, then lying idle in the Thames or the Medway, on condition that all the expenses of their equipment should be borne by the merchants and manufacturers of England, and their return to the Admiralty after the voyage guaranteed by the parties fitting them out—the use of these empty ships was refused, though Government would have saved rather than lost by such a step, as every one of them incurs an annual cost to keep them in their present condition."
S4V0010P0_5504,"There had been too much sitting on forms and listening, and too little standing on deck and acting."
S5CV0011P0_25274,"Every mickle makes a muckle, ' and £50 even is important from my point of view."
S3V0181P0_933,"I noticed in the papers of this morning a report of the proceedings in Convocation; and though your Lordships may, perhaps, think that an odd place whence to gain any information respecting the cattle plague, I wish to ask the noble Earl a question bearing upon a statement made by the most rev."
S3V0324P0_10107,"There was a most material fact which was not covered by the evidence at the trial, and which, according to the way it turned out, might show that the verdict was absolutely right or absolutely wrong."
S3V0008P0_3635,He apprehended the land would be liable to Government.
S3V0021P0_3510,"At a period when Government was putting an end to all monopolies, it was singular, that the monopoly of mind alone should remain."
S3V0277P0_4766,"Gentleman whether it was true that, in the case of the Marines brought from England for the maintenance of peace in Dublin, the sergeants received £2 and the men 35 s. a week?—because the pay of a police sergeant in Dublin was not more than 30 a week."
S3V0344P0_9984,"However, I do not think the Amendment can do any harm, and I, therefore, consent to it."
S3V0132P0_11669,All the other colleges were left in a ruck behind.
S3V0011P0_11875,"Since the Resolutions of that House were agreed to in 1823, a correspondence had been carried on by three successive Secretaries of State, for the colonies, who had earnestly endeavoured to impress upon their attention the propriety of adopting the views of Parliament."
S5LV0004P0_12648,"I am, and always have been, a pretty strong individualist."
S4V0123P0_6336,"That is, Canada has about one-eighth of the population and double the wheat area of this country."
S3V0018P0_8414,How much more dangerous to Spain was the continuance of hostilities in Portugal!
S4V0011P0_7023,"T. M. HEALY (Louth, N. ) :"
S3V0061P0_14021,"He answered, """"I have none."
S1V0001P0_10317,"The right hon. gent, required more time to make up his mind."
S3V0161P0_23632,"They say that Victor Emmanuel and M. Cavour, and the noble Lord, robbed the Italian potentates of their dominions."
S3V0356P0_10433,But we know that Mr. Cecil Roche turns up in various counties.
S1V0039P0_4267,"But thinking differently on that point, he felt that from the notoriety of circumstances essentially affecting the question, the House, or rather (he new parliament, might act on the consistency of those principles by which parliament was influenced in the last session, and defer the examination until a more favourable moment, when the course of events should bring about that era at which the legitimate standard of value might be restored without putting to hazard the safety and industry of the country."
S5CV0014P0_2461,"Friend the Home Secretary said this afternoon we shall get to grips upon it as soon as it is possible to do so, and when we are engaged upon that there should be no slackening or intervention of any other issue, however important, until that great and supreme question is brought to a permanent and satisfactory solution."
S3V0007P0_2485,The idea of equalizing the duties on wine was not new.
S2V0004P0_8132,There was indeed a Whig candidate who claimed his support at Carlisle; but was this a sufficient reason for neglecting a duty of this importance on the part of an advocate who feels that there is no sacrifice which he is not bound to make for the interests of his illustrious client?
S4V0083P0_1487,Another question which will have to be considered is that at the present moment there are very few barracks in England where the whole of even a small cavalry regiment could be put up.
S3V0290P0_22698,"It was there stated that the ideal Medical Establishment consisted of 542 appointments, and a Reserve—calculated at 25 percent—of 131, making a total of 673."
S3V0128P0_17667,"Notwithstanding this firm attack, followed by others from other quarters, the Compromise Act passed and was in operation immediately."
S4V0104P0_396,But these men due to leave the colours are not all in South Africa.
S3V0143P0_14516,"The clause, however, was no insertion of his, and he had no wish to press it against the wish of the Committee."
S3V0276P0_12563,But it is not ancient history.
S3V0202P0_202,"My Lords, —My noble Friend (Earl Granville), in the course of his speech, has put one or two questions to me with which, before I enter on the few remarks that I wish to make on the present occasion, I had better deal."
S3V0109P0_6186,"Friend the Member for Oxfordshire, to remove all doubt and ambiguity?"
S3V0145P0_12578,"Gentleman had given him that he was about to bring the subject under the consideration of the House, he had sent for Mr. Page again that morning, but had not been able to see him."
S3V0290P0_4205,He was angry with us for cheering.
S3V0186P0_5534,"Of the three measures before the House this is the only one which contains a substitute for church rate, and is therefore consistent with the decision of a very full House, after ample debate, in 1862."
S3V0171P0_4358,Servia independent of Turkey means Servia dependent upon some other Power.
S2V0002P0_18797,"Exact descriptions had been given in of every species of property; no general or average calculation had been relied on; and although the Parguinotes complained that the sum allotted was unequal to the claims of justice or to their rights, he had not met with a single instance of an individual objecting to the smallness of his own particular share."
S3V0266P0_16629,"He hoped that that Bill would be referred to a Joint Committee of both Houses, or to a Hybrid Committee as might be found most expedient, and that all the Electric Light Bills would then be referred to the same Committee."
S3V0270P0_15075,The offence most rife in Ireland was that of attacking officers of the law.
S3V0070P0_9189,"Are you sure your opponents have been guilty of the conduct imputed to them?"""""
S4V0042P0_8855,He entirely agreed that arbitration was not good unless it proceeded from conciliation.
S3V0281P0_17693,He asks what services Prince Lucien Bonaparte has rendered to the Crown and the country to entitle him to so considerable a grant of money as £250 per annum.
S3V0224P0_17050,"Member of this House, who has hitherto been accepted as an honourable man, as one who respects the Privileges of this House, has somewhat to communicate to the Committee or the House, which it is desirable should not at once be made generally known to the community at large, before the Committee or this House has had the opportunity of considering and probably acting upon it."
S3V0312P0_8139,THE SECRETARY OF STATE (Mr. E. STANHOPE)
S2V0001P0_1082,He thought it therefore necessary to call their attention to the nature of the general distress which formed the ground for their investigation.
S4V0137P0_11579,All these difficulties would be removed by his Amendment.
S4V0083P0_22880,"That is not a question which ought to be submitted to the Railway Commissioners, and I do not think their powers of dealing with the question of the reasonableness or unreasonableness of a Rule ought to be limited in that direction."
S3V0051P0_18258,"With respect to the mist, he thought it did not arise from the light, but from the dust which arose from the numerous holes in the floor for the purpose of ventilation."
S4V0116P0_2443,Where was the objection to it?
S3V0344P0_13249,Gentleman some information about the town which I represent—Sunderland.
S4V0132P0_14477,The result of the Rule was that the House might be prevented from discussing questions of the most vital importance by the uncontrolled caprice or design of an individual Member.
S3V0324P0_10979,"But though it is the opinion to which I personally lean, it is not the proposition which at present I wish to urge upon the House."
S3V0092P0_1955,"But, my Lords, it is no such thing."
S3V0047P0_1811,Only false as to the aggravating circumstances.
S4V0119P0_6106,"Why, then, should they not have a centre for a really fine museum in Wales?"
S3V0239P0_13006,"If Her Majesty's Government will consent to that which I really believe to be described in a few words of the despatch—if they will work for the ends of justice and of freedom—if they will be content so far to humble themselves as to work with Europe, and not without or against Europe"
S3V0293P0_2517,Such a course would be received with execration by this country; and foreign nations would regard it with contempt.
S3V0244P0_8568,"That was almost impossible, and he hoped the House would agree to the second reading of the Bill, and allow it to go before a Committee, before whom everyone could have a hearing."
S3V0188P0_12606,It was purchased by a commercial gentleman living in or connected with Belfast.
S3V0039P0_6400,"Had he not read in The Standard a demand upon the Members of its own party to be diligent in attending upon the ballots for election petitions, as """"the old Whigs never attended?"
S3V0227P0_17718,"The first of these was, Had the action of the Legislature in past times with regard to municipal institutions in England and Ireland been identical?"
S4V0119P0_3819,"Let them wait till the Royal Commission has reported, and meantime go back to the status quo ante."
S3V0284P0_12008,Gentleman has not censured the Government for not reconquering the Soudan.
S4V0002P0_26803,"They say they have to sink their capital, and to pay a very much larger rent than if they were leasing the land."
S3V0070P0_17687,"He, therefore, wished that the House would adopt the general principle for the establishment of a secular plan of education, and afterwards to look to the clergy of the various denominations to impart religious instruction to the pupils."
