sentence_id,text
S3V0022P0_14227,"What was the use of the Articles of the Church of England, or of the Church of Scotland, when so many Members of that House, belonging to both those churches, were ready to support the proposed grant?"
S4V0125P0_18117,What right has this or any other Government to fan the flames of religious hatred and stir up religious controversy and animosity?
S3V0102P0_5919,What would be the effect of tenure in perpetuity?
S3V0227P0_4663,What has been the course of your diplomacy?
S3V0068P0_16377,What would have been the use of a division?
S3V0034P0_9057,What was the cause assigned by the writer for the increase of the one town and the decrease of the others?
S3V0111P0_1998,"What would be the effect if a majority of the bench of bishops recommended a certain decision to the Judicial Committee of the Privy Council, which the latter body, from a conscientious feeling, felt bound not to give its assent to?"
S3V0331P0_13314,What was the use of fighting Osman Digna?
S3V0166P0_20344,What was the probable source of ascetic doctrines?
S3V0329P0_11214,What were the objections to the scheme of the Commissioners?
S4V0029P0_4698,What ground had the Registrar General for saying that?
S3V0246P0_19490,"What had, in fact, happened since the rule was passed?"
S5CV0014P0_28825,"What would happen if a boy, on going to school, announced that he would not take any action unless he was kicked?"
S5CV0008P0_9715,What is the Liberal tradition as to foreign policy?
S3V0097P0_18251,"What guarantee could they have, under such circumstances, against that course being pursued?"
S4V0048P0_11931,What chance would a prisoner have at the hands of a man like that?
S4V0063P0_6302,What does the law compel that man to pay?
S2V0003P0_2909,What is it that intitles my learned friends to this indulgence?
S5CV0003P0_28439,What have we done in this House with regard to parental responsibility?
S3V0347P0_17137,"What is the meaning of respecting the independence if we are going to take over the Protectorate, that is to destroy the sovereignty of the Sultan on the island, as a quid pro quo for concessions given to Germany?"
S4V0183P0_1477,What earthly objection can there be to the application of the Crimes Act?
S3V0337P0_22696,What on this occasion has been the action of the First Lord of the Treasury?
S4V0005P0_22523,What is the objection to the House of Lords having this very moderate period for debating these Bills?
S2V0009P0_10785,"Which was the plan he meant to propose in that committee, which it was to be hoped the House would not enter into?"
S4V0144P0_13458,What was the authority on the other side?
S4V0004P0_23245,What redress would even an Englishman get if he were wronged?
S3V0259P0_347,What was the state of things when the present Government came into Office?
S1V0030P0_12281,"What did 'existence' mean, but physical existence?"
S4V0178P0_11494,What was his view of compulsion as applied to the landlord to put back upon his estate an evicted tenant?
S3V0276P0_14666,What was it that they had found out in the Select Committee on Railway Rates and Fares?
S3V0023P0_8765,What did the learned Gentleman mean by his argument?
S3V0188P0_19136,What argument have we heard against such a just and necessary application of the principle?
S3V0196P0_17915,What is the state of affairs we must prepare ourselves for if Ireland be the scene of great disturbances?
S3V0063P0_1874,What is the only instance which he says had given rise to this rule?
S3V0181P0_25845,What private trade was Mr. Reed engaged in?
S3V0330P0_8956,What objection could there be to the records up to the first Napoleonic period being published; how could such publication affect anybody?
S3V0245P0_16303,What had been the effect of the remission of duties in past times by Liberal Governments?
S3V0169P0_23238,What was the opinion given by Sir Rowland Hill before a Commission years ago on this very point?
S3V0002P0_6642,What could be fairer or more candid than this?
S3V0025P0_154,What could the poor man do in the event of his falling into the hands of one of these cruel overseers?
S3V0276P0_24523,What was the difference which made the one illegal and the other legal?
S3V0228P0_23391,What are the wrongs which we cannot redress?
S4V0107P0_9080,What happens in setting up a secondary school in Germany?
S3V0039P0_10677,"What man in his senses would be a candidate, if he must always have the fear of these consequences before his eyes?"
S3V0239P0_13203,"What had """"British interests"""" to do with the great majority of the stipulations of the Treaty which were impugned?"
S4V0183P0_5784,What justification could there be for that enormous increase in days of peace?
S3V0069P0_17095,What did the noble Lord the Member for London say in the present discussion?
S4V0001P0_5316,What objection is there to have this information subjected to impartial inquiry?
S3V0014P0_2001,"What those innovations are, is already proclaimed, and who can doubt that the same unceasing agitation, the same system of bloodshed and intimidation, will be resorted to for bringing them about?"
S3V0151P0_15301,"What was the use of requiring those ordinances being placed before Parliament, if Parliament were not to have the power of saying that they ought not to be approved of?"
S4V0083P0_16976,What right have the Local Government Board to introduce such a provision under this new Act in Ireland?
S3V0030P0_5502,"What was the object of it, if the electors were not allowed—to use a phrase used sometimes there and elsewhere—to do what they liked with their own?"
S3V0200P0_9347,"What greater crimes could be imputed to a Liberal Government than robbing the Church, stripping the landowner, and, lastly, gagging the Press?"
S3V0030P0_15492,"What is the whole amount of the Stamp-duty in that country, in which there are no less than eight millions of persons?"
S3V0161P0_16330,What is the position of a Dissenter with respect to this?
S2V0024P0_15664,"What was to prevent the country from having imported into it 450, 000 . worth of King's cinnamon; Why should the King not import that as well as sugars?"
S3V0199P0_248,"What then must we, the people of Ireland, do?"
S3V0281P0_10008,What we want to know is the sort of people Her Majesty's Government have been corresponding with?
S3V0275P0_3360,What was the reason suggested for this change?
S3V0136P0_2469,What has been the case in former instances?
S3V0084P0_3403,"What has happened in other countries may also happen in this; and in the prospect of the continuance of this disease, is it not prudent and wise to take the earliest opportunity for providing increased provision for the wants of the people?"
S1V0014P0_13892,What is the condition of the King under this Faction?
S3V0131P0_11714,"What weapon had the workman with which to protect him self, except the fatal one of a strike?"
S4V0040P0_5391,"What was it, then, that had increased the value of land so much?"
S3V0327P0_13072,What did the Judge Advocate General himself say in regard to a particular sample?
S3V0147P0_21823,What was the reason that the law was to be different in the two countries?
S3V0323P0_26610,"What about the reductions in the cases of leaseholders, the class most affected by this Bill?"
S3V0157P0_21799,What would happen in consequence of this transference?
S4V0118P0_7092,"What constituted a real modern warship, an efficient ship?"
S3V0263P0_5120,What was to prevent a landlord from being willing to take this money on the bond of the tenant to pay the remainder?
S4V0090P0_2270,What was the strength of Cronje's force as compared with the British?
S3V0270P0_18782,"What guarantee had they for the presumption that any new Lord Lieutenant would be a man of Liberal views, and what guarantee had they for supposing that Lord Spencer would remain long in his present Office?"
S4V0091P0_7508,What happened when the Commission arrived at Pretoria?
S3V0264P0_2159,"What is this Court to do with Maynooth College, representing the whole interest of the Irish priesthood?"
S3V0187P0_7099,What would the people care about a principle which limited the admission to the franchise?
S3V0281P0_10327,What had been the state of affairs hitherto?
S5CV0009P0_33623,What Public Trustee in the world could act under such circumstances?
S3V0129P0_8103,What would be the result of such a privilege?
S5LV0005P0_1926,What are the desiderata which the noble Earl has put before the House?
S4V0146P0_20325,What is the difference between Scotland and England?
S2V0012P0_16260,"What was the reception which these proposals met with in the House of Commons, and on the part of the trading and manufacturing interests of this country?"
S3V0209P0_10139,"What the House was discussing was this, whether the Act of 1871 did not require a special qualification; and, whether that qualification was not conferred on Sir Robert Collier in a colourable way?"
S1V0024P0_5574,"What had intervened between the Order of May 1806, and that of January 1807?"
S3V0323P0_15774,"What is the total Revenue derived from intoxicating liquors in British India for the years 1884–5, 1885–6, 1886–7, and also the number of prosecutions for illicit distillation throughout British India for each year since 1871–2?"
S4V0060P0_11233,What is the position that the question has now assumed?
S3V0283P0_15024,"What would be thought if the stewards of a race meeting had two sets of prizes, one set for general competition, and another for their own horses to run for?"
S5CV0012P0_23391,What justification is there for any such system of valuation?
S4V0038P0_18398,What advantage would the United States derive from Bimetallism over the general average of mankind?
S2V0004P0_8543,What was the real property of the kingdom?
S3V0199P0_22303,What were the principal grievances of the Irish tenants?
S4V0030P0_5512,"What has been the language of their supporters in the agricultural counties with reference to either promoting or disturbing those good relations between the farmer and labourer and the farmer and owner—indeed, between all the three interests, which are one of the fundamental conditions of agricultural prosperity?"
S3V0032P0_17429,What had happened with respect to the former motions on this subject?
S3V0143P0_3371,What good could arise from a discussion of this question at the present moment?
S3V0005P0_15753,What part of the world was in such a condition as Ireland?
S4V0094P0_10723,What are the reasons for the great increase during the last six years?
S3V0051P0_14778,What caused the movement of those troops?
S3V0272P0_12968,What was it they were going to try to do?
S1V0021P0_6692,What was the meaning of the present motion?
S4V0004P0_14150,"What would have been said if, in an election at Kilkenny before the Land Act of 1881, the landlords had so acted, if they through their agents had ordered tenants to plead illiteracy and declare the candidate for whom they voted?"
S4V0192P0_19097,What happened on the Old-Age Pensions Bill?
S4V0106P0_11447,What has been the result of the coal tax?
S3V0128P0_12714,What more would you possibly have than you have got already?
S3V0147P0_1288,What has been the conduct of the Indian Government in this crisis?
S3V0107P0_5192,What was the state of the Protestant Church in Ireland?
S3V0047P0_13700,What had been the language of the Assembly on the subject?
S3V0070P0_14279,"What then was the revenue actually drawn by the Roman Catholic clergy in, Ireland?"
S3V0127P0_13212,Which of the two reasons was really influencing the supporters of the present proposition?
S3V0091P0_15839,What did he call on the House to do by these Minutes?
S2V0009P0_14187,"What right, he would ask, had the Treasury to pay the money in behalf of sir N. Conant?"
S3V0170P0_20152,What was to be the number of prisoners which required a Roman Catholic minister who shall be paid?
S3V0270P0_14005,What evidence could those charged with the offence bring to rebut the accusation but their own word?
S3V0343P0_17196,What was the decision of the Irish Appeal Court?
S5LV0004P0_15050,What did we find when we came to examine the Bill?
S3V0010P0_10787,"What would they think, if the Chancellor were pronounced capable of countenancing such a line of conduct?"
S5CV0011P0_12806,What is the proposal if you wish to understand this Clause?
S3V0187P0_11293,What private person's debts consisted of perpetual annuities?
S3V0306P0_3677,"What will be the relative positions of Great Britain and Ireland financially, looked at from a practical point of view?"
S3V0227P0_14438,"What is the commander of a frigate—perhaps a small one—to do with those 500 men, who possibly had swum off from the shore to place themselves under the protection of the British flag?"
S3V0048P0_4116,"What security had they that, in process of time, these grants would not be made from political motives, or in favour of prejudices and predilections?"
S3V0145P0_8691,"What was the system adopted, with respect to the ticket-of-leave men?"
S3V0211P0_16515,What was the difference between this policy and that of the Government which preceded them?
S3V0325P0_9022,What had been the cause of the ignorance of the greater part of Ireland for the last few centuries?
S3V0024P0_9360,"What an advantage might be taken of that example, by other commanders, and to what serious consequences might it lead?"
S3V0146P0_4016,What was a railway company but a large partnership?
S3V0151P0_4898,What was the meaning of the consent of Parliament?
S3V0290P0_9703,What was it they were now going to ask the Court of Referees to do?
S3V0333P0_12412,What has been the usage of other Governments in this important respect?
S3V0259P0_27797,What did they really hope to get by the retention of Candahar?
S3V0148P0_18593,What had the Company done in return for these exactions?
S3V0072P0_13959,What did he think of a little religious equality—the most important benefit that she could possibly enjoy?
S3V0022P0_4043,What was the effect of these restrictions?
S3V0320P0_8231,What is the meaning of this charge for the insignia of the Order of St. Patrick?
S3V0230P0_10301,What have all these people done that they are to be debarred by law from getting what they want and are willing honestly to pay for?
S3V0293P0_10063,What was the intended antithesis to orderly meetings?
S3V0023P0_9401,What had been the language of Mr. Burke when he made an attempt to re- duce the Pension-list of his day within some decent bounds?
S3V0194P0_14417,What could be more a main design than that these Colleges should be places for religious education?
S3V0006P0_17242,"What could be more to be wished than that the different parties should meet on a common ground, in order to see in what their differences really consisted?"
S3V0054P0_1329,What account did the Bishop of Australia give of the state of morals in the colonies?
S3V0201P0_14928,What was the clause fixing the £50 valuation as the contracting limit but an alternative scheme?
S3V0188P0_2998,What was the answer in larger questions to those who called for measures exclusively in Irish interests?
S3V0313P0_18315,What was the condition of Ireland at that time?
S4V0109P0_12408,What would happen if the Amendment were not accepted?
S3V0069P0_7172,What was the commercial character of the times in which we lived?
S2V0019P0_6192,What would a man from the other side of the world say to such a fact as this?
S4V0126P0_8019,"What could it matter to the House whether, if barrack accommodation must be provided for 25, 000 men at a cost of, say, £10, 000, 000, £5, 000, 000 was voted for half the number of men in 1901, and the remaining £5, 000, 000 at the present moment?"
S3V0213P0_1697,What was the result of this new economical practice?
S3V0302P0_18411,What is the effect of the action of the Corporation of Glasgow in the matter?
S4V0142P0_18649,What were the facts in regard to this alleged prevalent distress?
S4V0152P0_8946,What is the cause of the innate and instinctive aversion which is maintained by this; Parliament and the country to the system of Chinese indentured labour?
S4V0194P0_3473,What was the use of referring to the fact that they did not allow explosives to be sold to children?
S3V0220P0_3284,"What would be said throughout England if the House of Commons, helped by the House of Lords, had passed a Bill of the kind which prohibited the humbler and less-favoured classes from getting what they wanted, and left untouched the legislators themselves?"
S3V0037P0_3194,What would be the consequence of an Elective Council?
S5CV0014P0_25816,What are the circumstances under which those regulations were originally introduced?
S3V0289P0_2986,"What system of school-support, then, should take the place of abandoned payment on results?"
S4V0181P0_7872,What can be more prejudicial to the interests of local government?
S4V0196P0_8026,What is the difference between the alteration and the old Orders?
S2V0004P0_3390,"What effect, he would ask, did ministers intend to give to that judgment, if judgment it might be called?"
S3V0231P0_12635,What had the Medical Profession done that it should be subjected to such insulting and degrading restrictions?
S2V0011P0_9426,"What was the benefit derived from the present system of maintaining a church establishment in Ireland, opposed to the religious opinions of the great majority of the people?"
S3V0149P0_28398,"What other source of taxation shall we resort to in order to raise £5, 000, 000 of revenue?"
S4V0162P0_16840,What were the most important features of the Act of 1884?
S3V0019P0_16985,What argument was there to show the right of one man to take from another that freedom which God bad given him?
S4V0109P0_11038,What else had they been preaching for the last twenty years as a remedy?
S3V0080P0_7797,"What can induce you to disregard all the warnings of experience, all the ordinary considerations of justice and prudence, and to sow among a people now devoted to the British Government, the certain seeds of future discontent and disaffection?"
S4V0194P0_3508,What was more likely than that to do him harm?
S4V0028P0_1634,"What is the exact nature of their grievance against their landlords who have had the courage to act upon the rights which exceptional legislation of this class may have conferred upon them, or is their grievance mainly and principally against those whose advice, in an evil hour, they decided to follow?"
S3V0139P0_17115,What was the answer of the French general?
S4V0144P0_17063,What were the actual facts as to what occurred in 1897?
S3V0211P0_21919,What reason is there for saying that a high certificate carrying a higher payment will prevent a teacher being in demand?
S4V0011P0_27514,What was happening at the present moment?
S3V0086P0_5210,What was the effect of so raising the price of corn?
S3V0344P0_11846,What can possibly be the use in any rational system of instruction of such regulations as these?
S3V0023P0_1015,What was the course pursued by the noble Baron?
S4V0178P0_18804,What argument was there that applied to the case of those who had obtained their vesting orders which did not equally apply to those who had not obtained them merely because the State had been unable to find the necessary money?
S5CV0019P0_26509,What position was taken up by the now Prime Minister?
S4V0074P0_12048,What happened with regard to this Provisional Order?
S3V0102P0_325,"What would have been said in after times if they had disavowed the generous acts of the two Admirals, and rebuked them for having saved from the brutality of a lawless soldiery, some hundreds of helpless women and children?"
S1V0041P0_4971,"What could any man of sense, even among the lower orders, think of that project, by which a respectable baronet (sir Charles Wolseley) was to be returned, and was in fact returned, by the inhabitants of Birmingham, as a legislatorial attorney, to take his seat in the House of Commons?"
S4V0166P0_6205,"What was the object of insisting, as this clause did, that not only should a man under no circumstances vote twice, but that he should not vote at all, though possessing two qualifications, if he did not before the 5th September indicate of which of those two he meant he avail himself?"
S5CV0007P0_2627,What is the case with regard to the Amendment which the Chancellor of the Exchequer desires to substitute?
S4V0068P0_2582,What did the honourable and learned Member for Carnarvon and his friends do upon that occasion?
S3V0217P0_1899,"What I now want to ask your Lordships is, whether it is proper to describe the discharge of duties such as these as the assumption of private business to the detriment of public duties?"
S3V0218P0_1958,What would be said if anyone proposed that in case of a famine in their part of the country the farmers I of Ulster were to be prohibited from exporting their grain to the Clyde?
S3V0266P0_1627,What else was the meaning of the enactment that in dealing with the tenant's claim for compensation for improvements the Court was to have regard to the time during which he had enjoyed them?
S4V0140P0_2053,What greater harm could they inflict upon children than to send them for five or six hours a day into buildings where they breathed the most fœtid air?
S3V0162P0_18792,What publisher will not wait a month or two before he begins to print with the chance of a fall in duty of 30 per cent?
S3V0200P0_3608,What had been the language of the Government and their supporters with respect to the legislation of the past Session?
S4V0118P0_8090,What did the temporary loss of the command of the sea mean?
S3V0288P0_12132,What is the case with regard to one of our insurable interests?
S5CV0016P0_17872,What has the Amendment got to do with social reform?
S3V0080P0_4096,"What security had they, after surrendering all power of inspection and inquiry, that such would be the result?"
S3V0313P0_16637,"What is, then, the motive of the Government in introducing it?"
S3V0058P0_183,"What then, would be the case with those who cultivated poor lands if the proposed alteration were effected?"
S3V0270P0_18612,What would be the effect of the proposal now made?
S4V0081P0_9842,"What is more—are these gentlemen elected fortheir knowledge of boring, or of stratification, or of bacteriological analyses of water?"
S3V0014P0_8460,What could be worse than the system of terror at present going on in Ireland?
S3V0072P0_16346,What are the ends for which an Established Church exists in Ireland?
S3V0111P0_8417,What had been the conduct of Lord Clarendon?
S4V0020P0_5456,What would be the proportion—six to how many?
S4V0113P0_11384,What greater outrage could be inflicted on any people than to heap insults on their elected representatives?
S3V0244P0_19608,What has been the result of that expenditure of the tenant's capital upon the land?
S4V0118P0_4113,What would then be the position of our Indian Empire?
S5CV0014P0_25256,"What has occurred, then, within the last few days?"
S3V0322P0_25428,"What would be said if Sir James Ingham sentenced anybody to a month's imprisonment, and because the prisoner, when he was being driven away from the Court, was cheered by a number of his sympathizers, he rushed out of the Court in Bow Street with a stick in his hand and charged the crowd at the head of the police?"
S3V0203P0_3044,What happened at the time of the outbreak of the Crimean War?
S4V0040P0_15188,What chance have you of restoring peace in the Cape Colony between the two races when you continue there the very men who have caused this animosity between them?
S3V0028P0_15618,What right had the noble Lord to expose the military glory of the nation to such a disaster?
S4V0054P0_15862,What happens to Clause 2 in these circumstances?
S3V0336P0_23659,What has been the effect of this system in England?
S3V0238P0_11522,What would it be under the new arrangements?
S3V0131P0_13917,What was the course which had been taken by these Commissioners?
S3V0137P0_2281,What can be so great an offence in the eyes of an officer as to see himself passed over in a promotion?
S3V0300P0_13805,"What will follow in law, fact, and practice?"
S2V0015P0_16541,"What comparison can be made between such voluntary consent, founded on reason and conviction, and the force of any machinery to which the House might resort for the purpose of securing sudden and uncompromising obedience?"
S2V0007P0_17507,What was the charge against the meeting in question?
S3V0198P0_8369,What had the House done by means of the present Bill?
S4V0176P0_1584,"What will Mr. Haldane or his successor do if he finds that to get the men he must either waive all the conditions both as to service and as to the due proportion of arms, and so make a farce of the whole proposed reforms, or else that he must resort to the holding out of increased financial inducements, and turn his """"Nation in Arms"""" into a paid force as costly as it will be inefficient?"
S3V0272P0_3925,What justification could there be for such a proposition?
S4V0004P0_6687,"What will happen at the end of the forty or fifty years, when the lease expires?"
S3V0144P0_6668,What has happened in the course of the present Session?
S4V0011P0_15049,What would be the difference between the jury before the Exchequer Judge and the jury before the Queen's Bench Judge?
S3V0046P0_3227,What could he said of Lord Liverpool's Government?
S3V0035P0_3249,What was the meaning of that observation?
S3V0077P0_4457,"What is the opinion of the public respecting the tribunals which are formed from this House, as expressed today in the Morning Chronicle?"
S3V0076P0_1237,"What would Lord Camden have said, had he been told that an officer of the Government came down to the Post Office, and by virtue of a warrant laid hands on the letters of individuals, opened them; read their private correspondence, and made himself master of the secrets of families?"
S1V0019P0_7580,"What good, then, was it calculated to do?"
S3V0222P0_2963,What was to be set down as the charge under this head?
S2V0002P0_16774,"What agent would not in future take care to neglect his duty, if it were to place his employer in a situation so advantageous?"
S3V0323P0_14956,"What the country wanted to know was, what was the state of our men-of-war when they left our ports?"
S3V0177P0_17241,What have been the performances of Mr. Reed?
S3V0048P0_3567,What signified it to him that there were defects inherent in the constitution?
S5CV0009P0_11934,"What complaint has he ever had against the existing postal premises, which have been in use for 30 years, which made it necessary to transfer the post office to a public-house?"
S3V0237P0_17626,What was the cardinal principle of the Bill?
S3V0096P0_16531,What information has Parliament had as yet of the proceedings of the noble Lord?
S3V0246P0_15969,What would be the effect of their affecting the price of silver?
S3V0076P0_7935,"What was the mode adopted here, under similar circumstances?"
S4V0194P0_350,What steps do His Majesty's Government propose to take to remedy the present serious state of affairs?
S4V0109P0_4474,What was the open door for which we asked in China?
S1V0012P0_9506,"What other feeling could such a circumstance provoke in the breast of any government, when it-learned what had taken place here, but that it was the object of this country, by a specific mission for conciliation, artfully concealing other measures which vitally affected the independence of America, to insult and to deceive them?"
S3V0223P0_6690,What was the cause of the greatness of England?
S3V0228P0_6320,What were the estimates of receipts and expenditure which really induced the purchase?
S3V0105P0_734,What had the British shipowner to lose by removing these restrictions?
S3V0234P0_15599,What were the Resolutions on which the House was now asked to state its views?
S3V0192P0_30122,What credit had the noble Lord in settling the question of Luxemburg?
S4V0004P0_27916,What shall be the qualification of the voter?
S4V0031P0_25609,What rational explanation of that distinction had been given by the Home Secretary or by anyone else?
S3V0192P0_14886,"What is the use of saying """"Oh, oh!"""" now that the correspondence is on the table and you yourselves can judge for yourselves whether there ever was such a proposition on our part?"
S3V0336P0_8699,"What do I find in the pages of """"Burke""""?"
S3V0093P0_649,"What were the duties of the inspectors, as imposed upon them by the noble Marquess himself, in their visitation of the Church schools?"
S3V0142P0_7431,What would be the state of the law if this Bill were passed into an Act?
S4V0106P0_17955,What sudden change had occurred in the condition of the world to justify this phenomenal and revolutionary jump in the expenses of this country?
S4V0080P0_20085,What has this House done to induce the agricultural labourer to stop on the land?
S4V0169P0_2611,What sort of case would they have for action of that kind?
S5CV0009P0_1902,What have the Government done in reference to the proposal we are now discussing?
S4V0045P0_22142,What is the main cause of the prolongation of that occupation to the present day and the probability of its prolongation much longer than was anticipated?
S4V0053P0_1347,What did we hear from my noble Friend on Friday?
S5CV0011P0_18905,What is the Increment Value Duty—as the Chancellor of the Exchequer has had the courage to call it—which will be paid by the lessor in that case?
S3V0197P0_6811,What do you do by this proposition more than you have done with regard to Maynooth?
S3V0306P0_24383,What has been the amount allowed hitherto?
S4V0075P0_11167,What is the attitude we now assume with regard to the Transvaal?
S3V0289P0_23507,What was the real evil from which the crofters in parts of the Highlands were suffering?
S3V0245P0_7554,"What will he think about it, when it is practically brought home to him—when he finds that the coarser materials he has to use will reduce his wages from 5 to 7½ per cent to keep well within the mark?"
S3V0024P0_10851,What greater objection could there be than this?
S3V0346P0_27512,"What did Lord Spencer, say so recently as the 8th of March, 1889?"
S3V0195P0_23906,"What was a gentleman to do when his friends come down to visit him in the winter, if after breakfast he had no sport to take them out to?"
S5CV0012P0_23072,What does this Bill do to put an end to that condition of things?
S3V0333P0_22730,"What is the use, then, of increasing the Estimates, if the production of the new rifles in England is so slow?"
S3V0020P0_649,What right has a Roman Catholic to legislate for a Protestant Church; or a Presbyterian for an Episcopal Church?
S4V0113P0_7001,What became of those cannon for the rest of the year?
S3V0169P0_10631,What ground had he for asking for a single shilling unless he was prepared to say that it was required for the defence of the country; and how could he say that unless he considered the state of foreign navies?
S3V0261P0_20976,"What they had to consider was, were they going to consent to stay in the House until 2, 3, and 4 o'clock every morning?"
S3V0144P0_19582,What are the circumstances under which it has been departed from? and are not similar circumstances now present with us?
S4V0104P0_6839,What is the ease in regard to this little girl?
S2V0014P0_11271,"What hope, then, can we have of selling similar goods to a profit, which cost 50 or 70 percent higher?"
S3V0024P0_4594,"What safety could there be for any property, if a government established such a principle, with reference to an hypothetical case?"
S3V0237P0_12749,"What interest has France, or Italy, or Germany, or Austria, or Spain, in the maintenance of this unnatural blockade?"
S3V0030P0_16917,What of the Abolition of the Punishment of Death Bill?
S3V0104P0_6807,"What was to be expected but additional outlay for the maintenance of troops, and for the support of men who were acting against the wishes of the colonists?"
S3V0019P0_7954,What substitute had it invented for parental affection?
S3V0008P0_77,"What was the result of the requisition, numerously signed, requesting a public meeting to vote a petition in favour of the Reform Bill?"
S3V0347P0_16477,Which argument does he prefer to stand by?
S3V0337P0_426,What was the other observation that the noble and learned Lord made upon my noble Friend's speech?
S4V0020P0_17083,What he wanted to know was—were they to be elected by the parochial electors?
S4V0123P0_3747,What does the Opposition want to get out of this debate?
S3V0203P0_19796,"What must be the feelings of a belligerent who found that his opponent had free access to our markets for that which he required, while he himself was debarred by special statute, passed subsequently to the commencement of hostilities, from supplying his own special wants?"
S3V0176P0_2971,What other meaning could be attached to these words?
S3V0211P0_9780,What else could have been the reason for English Members continuing the debate when Scotch Members were anxious to go into Committee and proceed to business?
S3V0356P0_4273,"What reason can he put forward for inserting these fanciful words, which do not correspond with the facts of the case?"
S2V0004P0_8053,"What was the difference, at the present moment, between the French Assembly of Deputies and the House of Commons?"
S4V0166P0_5080,What is the value of the Liberal vote in Birmingham just now?
S5CV0011P0_26266,What does the City of London say about slight taxes?
S4V0175P0_2389,What are the objections that have been raised?
S4V0169P0_5046,"What was that system, and what were its peculiar crimes and sins?"
S3V0041P0_12826,What did Major Hall say on the same subject?
S4V0004P0_16857,What has been the advantage of the class that is not Income Tax-paying?
S4V0194P0_21474,What is to be the policy there in regard to the unemployed?
S3V0188P0_10811,What good is there in an average in such a matter as this?
S4V0119P0_18809,What would happen if the United States refused to accept that view?
S1V0021P0_491,What had he placed in the front of this great argument?
S3V0329P0_6937,What had happened in Ireland to those Gentlemen who were bragging about their love of juries?
S4V0053P0_20826,What have you in the case of Clare Island?
S4V0105P0_2255,"What was it that had made the English Government seriously recognise the land question in Ireland, and got passed the Land Act of 1870?"
S1V0027P0_6833,"What signified, however, the antiquity of a law?"
S3V0137P0_8443,What was the conduct of the gallant Admiral?
S4V0162P0_4243,What power of supervision or control is left to the Treasury?
S3V0131P0_15725,What happened the next night in another place?
S3V0225P0_11369,What was the consequence of such a state of the law?
S3V0202P0_15019,What was this but to deprive at once the whole of these schools of their grant?
S3V0097P0_18007,What would have been said in the French Chambers if it had been proposed to exclude Jews from them on account of religion?
